checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,numner-people-provide-maintenance-for,telephone,foreign-worker,sex,marital-status,class-label
0 <= <200 DM,4.0,existing credits paid back duly till now,furniture/equipment,3147.6956,no savings account,1<= < 4 years,4.0,none,2.0,savings agreement/life insurance,30.0,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
<0 DM,24.0,delay in paying off,radio/television,2852.1213,<100 DM,>=7 years,3.0,none,4.0,savings agreement/life insurance,27.0,none,own,1.0,unskilled - resident,2.0,yes,yes,male,divorced/separated,0
no account,12.0,existing credits paid back duly till now,education,888.19434,100 <= <500 DM,1<= < 4 years,4.0,none,3.0,unknown / no property,34.0,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
no account,72.0,critical account,radio/television,705.9127,<100 DM,>=7 years,4.0,none,4.0,real estate,27.859919,store,own,1.0,unemployed/ unskilled  - non-resident,1.0,yes,yes,female,married/widowed,1
<0 DM,72.0,existing credits paid back duly till now,education,18424.0,<100 DM,<1 years,3.0,none,4.0,real estate,34.0,none,own,1.0,management/ highly qualified employee,2.0,yes,yes,male,divorced/separated,1
<0 DM,21.0,existing credits paid back duly till now,furniture/equipment,18424.0,no savings account,1<= < 4 years,1.0,none,3.0,unknown / no property,24.0,none,for free,1.0,unskilled - resident,1.0,none,yes,female,divorced/separated,1
0 <= <200 DM,41.92373,existing credits paid back duly till now,radio/television,1869.7521,100 <= <500 DM,4<= <7 years,3.0,none,1.0,car or other,26.714943,none,own,1.0,unskilled - resident,1.0,yes,yes,male,divorced/separated,1
0 <= <200 DM,72.0,existing credits paid back duly till now,radio/television,18424.0,<100 DM,<1 years,3.0,none,3.0,car or other,26.0,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
<0 DM,72.0,existing credits paid back duly till now,radio/television,18424.0,100 <= <500 DM,1<= < 4 years,3.0,none,4.0,savings agreement/life insurance,19.0,bank,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,0
no account,24.0,critical account,radio/television,2277.051,500 <= < 1000 DM,4<= <7 years,4.0,none,2.0,unknown / no property,25.0,none,own,1.0,management/ highly qualified employee,1.0,yes,yes,female,divorced/separated,1
no account,9.0,existing credits paid back duly till now,car (new),250.0,100 <= <500 DM,>=7 years,4.0,none,1.2855828,real estate,49.570312,none,rent,1.0,management/ highly qualified employee,1.0,yes,yes,female,divorced/separated,1
0 <= <200 DM,72.0,existing credits paid back duly till now,radio/television,4499.8506,<100 DM,1<= < 4 years,4.0,none,4.0,car or other,36.28086,store,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,36.0,existing credits paid back duly till now,business,13728.495,100 <= <500 DM,>=7 years,4.0,none,4.0,real estate,19.0,none,own,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
<0 DM,24.0,critical account,business,4741.343,100 <= <500 DM,<1 years,2.0,none,2.0,car or other,22.0,none,own,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,4.0,critical account,car (used),250.0,<100 DM,4<= <7 years,4.0,none,3.0,unknown / no property,45.320587,none,own,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,1
no account,4.0,existing credits paid back duly till now,car (used),1424.6886,<100 DM,4<= <7 years,4.0,none,4.0,car or other,46.0,bank,own,1.0,unskilled - resident,1.0,yes,yes,female,married/widowed,1
0 <= <200 DM,12.0,existing credits paid back duly till now,others,1250.8646,<100 DM,1<= < 4 years,4.0,co-applicant,4.0,car or other,35.0,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
<0 DM,72.0,critical account,radio/television,1863.1635,100 <= <500 DM,<1 years,4.0,none,3.0,unknown / no property,19.0,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
<0 DM,24.0,delay in paying off,radio/television,1083.8782,<100 DM,<1 years,3.2047172,guarantor,2.0,unknown / no property,20.832653,store,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
no account,15.0,existing credits paid back duly till now,furniture/equipment,1317.2217,<100 DM,1<= < 4 years,4.0,none,1.0,savings agreement/life insurance,19.0,none,own,1.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,0
0 <= <200 DM,12.0,delay in paying off,furniture/equipment,4246.954,<100 DM,1<= < 4 years,3.0,none,3.0,car or other,28.0,none,own,1.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,1
>= 200 DM ,24.0,existing credits paid back duly till now,car (new),1313.636,>= 1000 DM,>=7 years,4.0,none,2.0,unknown / no property,29.0,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,8.008485,existing credits paid back duly till now,furniture/equipment,1116.6781,100 <= <500 DM,<1 years,4.0,none,3.0,savings agreement/life insurance,33.0,none,own,1.0,unskilled - resident,1.0,yes,yes,male,divorced/separated,1
0 <= <200 DM,9.0,existing credits paid back duly till now,education,2858.8896,100 <= <500 DM,>=7 years,4.0,none,2.0,real estate,27.0,none,own,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,0
no account,25.679178,existing credits paid back duly till now,radio/television,2106.7712,<100 DM,<1 years,4.0,none,4.0,unknown / no property,19.0,none,for free,1.0,management/ highly qualified employee,1.0,yes,yes,male,divorced/separated,1
no account,28.28199,critical account,business,709.3852,no savings account,1<= < 4 years,4.0,none,2.0,real estate,45.910957,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
no account,72.0,existing credits paid back duly till now,radio/television,7800.5654,<100 DM,>=7 years,4.0,none,4.0,savings agreement/life insurance,19.0,none,own,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,0
no account,4.0,existing credits paid back duly till now,business,250.0,<100 DM,<1 years,4.0,none,2.0,car or other,58.560993,none,own,2.0,management/ highly qualified employee,1.0,yes,yes,female,divorced/separated,1
0 <= <200 DM,4.0,existing credits paid back duly till now,car (new),2677.4312,<100 DM,unemployed,4.0,none,1.0,car or other,51.343536,none,own,2.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
<0 DM,21.979416,critical account,radio/television,250.0,<100 DM,1<= < 4 years,4.0,none,1.0,real estate,75.0,none,own,2.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,1
no account,4.0,critical account,furniture/equipment,1455.8752,no savings account,unemployed,3.0,none,2.0,car or other,28.0,none,rent,2.0,unskilled - resident,1.0,none,yes,male,divorced/separated,0
no account,4.0,critical account,car (new),250.0,<100 DM,>=7 years,3.0,none,2.0,car or other,39.575363,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
0 <= <200 DM,4.0,all credits at this bank paid back duly,education,250.0,no savings account,>=7 years,4.0,none,1.0,car or other,35.0,none,rent,1.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,1
<0 DM,4.0,existing credits paid back duly till now,car (new),4800.651,<100 DM,1<= < 4 years,1.0,none,4.0,real estate,75.0,none,own,2.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
0 <= <200 DM,72.0,existing credits paid back duly till now,car (new),18424.0,<100 DM,<1 years,2.0,none,4.0,real estate,19.0,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,24.0,critical account,car (new),18424.0,<100 DM,>=7 years,4.0,none,4.0,car or other,75.0,bank,own,1.0,unemployed/ unskilled  - non-resident,1.0,yes,yes,male,divorced/separated,0
0 <= <200 DM,18.0,existing credits paid back duly till now,radio/television,558.27783,<100 DM,unemployed,4.0,none,4.0,savings agreement/life insurance,25.167986,none,own,1.0,skilled employee / official,2.0,none,yes,male,married/widowed,1
no account,72.0,existing credits paid back duly till now,car (used),4762.0396,<100 DM,>=7 years,4.0,none,4.0,car or other,42.519306,none,rent,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,1
no account,18.0,existing credits paid back duly till now,radio/television,18424.0,no savings account,<1 years,4.0,none,2.0,car or other,42.57857,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,72.0,critical account,car (new),7232.0767,<100 DM,1<= < 4 years,4.0,none,4.0,real estate,37.0,none,own,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,0
no account,4.0,critical account,education,1286.887,<100 DM,<1 years,3.0,none,3.0,car or other,75.0,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
0 <= <200 DM,21.0,existing credits paid back duly till now,radio/television,1633.7438,no savings account,>=7 years,4.0,none,2.0,unknown / no property,48.92898,bank,own,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,1
no account,4.0,existing credits paid back duly till now,retraining,1521.0677,no savings account,1<= < 4 years,4.0,none,2.0,car or other,34.618317,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,4.0,critical account,car (new),606.3594,<100 DM,4<= <7 years,4.0,none,4.0,real estate,75.0,none,own,1.0,unskilled - resident,1.0,none,no,male,divorced/separated,1
no account,18.0,existing credits paid back duly till now,furniture/equipment,2923.7634,<100 DM,>=7 years,4.0,none,4.0,savings agreement/life insurance,27.746555,none,for free,1.0,management/ highly qualified employee,1.0,yes,yes,male,divorced/separated,1
0 <= <200 DM,15.0,existing credits paid back duly till now,radio/television,250.0,<100 DM,>=7 years,4.0,none,3.0,car or other,41.797394,none,own,1.0,unskilled - resident,1.0,yes,yes,male,divorced/separated,1
0 <= <200 DM,4.0,delay in paying off,education,250.0,100 <= <500 DM,>=7 years,4.0,none,2.0,car or other,31.0,bank,for free,2.0,skilled employee / official,1.0,none,yes,female,married/widowed,0
<0 DM,18.0,existing credits paid back duly till now,domestic appliances,2976.7463,500 <= < 1000 DM,<1 years,4.0,none,4.0,savings agreement/life insurance,35.0,none,for free,1.0,unskilled - resident,1.0,yes,yes,male,divorced/separated,1
no account,72.0,critical account,car (new),6288.2095,no savings account,1<= < 4 years,4.0,none,3.0,real estate,22.0,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
no account,15.0,critical account,radio/television,250.0,100 <= <500 DM,>=7 years,4.0,none,1.0,car or other,36.0,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
no account,15.0,critical account,radio/television,872.22516,no savings account,<1 years,4.0,none,3.0,savings agreement/life insurance,68.96149,none,rent,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
no account,4.0,critical account,furniture/equipment,250.0,<100 DM,>=7 years,4.0,none,2.0,unknown / no property,30.0,bank,own,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,1
<0 DM,6.0,existing credits paid back duly till now,radio/television,1078.6332,<100 DM,4<= <7 years,2.0,none,1.0,real estate,75.0,bank,own,2.0,unskilled - resident,2.0,none,yes,male,divorced/separated,1
no account,4.0,critical account,radio/television,6999.1187,<100 DM,<1 years,2.0,none,2.0,car or other,19.0,none,own,1.0,unskilled - resident,1.0,yes,yes,female,divorced/separated,0
no account,41.7449,existing credits paid back duly till now,car (new),2823.9382,<100 DM,unemployed,3.0,none,4.0,savings agreement/life insurance,37.0,none,own,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
no account,72.0,existing credits paid back duly till now,radio/television,7711.383,<100 DM,1<= < 4 years,4.0,none,2.6949613,savings agreement/life insurance,39.0,none,own,1.0,management/ highly qualified employee,1.0,none,yes,female,divorced/separated,1
no account,15.0,critical account,furniture/equipment,2649.368,500 <= < 1000 DM,1<= < 4 years,4.0,none,2.0301113,real estate,33.436604,bank,rent,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,0
no account,48.0,critical account,radio/television,2427.6511,<100 DM,<1 years,4.0,none,4.0,savings agreement/life insurance,64.694176,none,own,1.0,skilled employee / official,2.0,yes,yes,male,divorced/separated,1
0 <= <200 DM,9.0,existing credits paid back duly till now,car (new),2190.5432,100 <= <500 DM,<1 years,4.0,none,4.0,unknown / no property,37.917805,store,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
<0 DM,12.0,critical account,car (new),1499.2703,no savings account,1<= < 4 years,4.0,none,3.0,car or other,47.57431,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
no account,4.0,existing credits paid back duly till now,furniture/equipment,250.0,100 <= <500 DM,4<= <7 years,4.0,none,4.0,car or other,31.191168,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
<0 DM,48.0,existing credits paid back duly till now,furniture/equipment,2170.077,no savings account,>=7 years,4.0,none,2.0,savings agreement/life insurance,41.0,none,rent,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
<0 DM,24.0,critical account,radio/television,3129.0698,<100 DM,<1 years,2.0,none,4.0,savings agreement/life insurance,29.0,none,own,1.0,unskilled - resident,1.0,yes,yes,female,divorced/separated,1
no account,9.0,existing credits paid back duly till now,radio/television,2424.4834,<100 DM,4<= <7 years,3.0,guarantor,4.0,car or other,29.917488,store,rent,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
0 <= <200 DM,72.0,existing credits paid back duly till now,furniture/equipment,3293.8923,<100 DM,1<= < 4 years,3.0,none,1.0,savings agreement/life insurance,49.9622,none,own,2.0,management/ highly qualified employee,1.0,yes,yes,female,divorced/separated,1
0 <= <200 DM,18.0,existing credits paid back duly till now,car (used),1515.7697,<100 DM,<1 years,4.0,none,1.0,unknown / no property,33.0,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,0
no account,12.0,existing credits paid back duly till now,radio/television,2942.7268,no savings account,>=7 years,3.0,none,2.0,car or other,30.0,none,own,2.0,unskilled - resident,1.0,none,yes,male,divorced/separated,1
<0 DM,4.6552315,existing credits paid back duly till now,education,1937.1609,<100 DM,4<= <7 years,4.0,guarantor,2.0,savings agreement/life insurance,75.0,none,rent,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,0
<0 DM,6.0,no credits taken,car (new),1360.7129,no savings account,<1 years,4.0,none,2.0,real estate,30.0,store,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,0
>= 200 DM ,20.836985,existing credits paid back duly till now,business,1019.10535,<100 DM,>=7 years,4.0,none,4.0,unknown / no property,75.0,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,24.0,existing credits paid back duly till now,car (used),7700.4463,<100 DM,>=7 years,3.0,none,4.0,unknown / no property,26.0,none,own,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,1
no account,18.0,existing credits paid back duly till now,furniture/equipment,2755.0486,<100 DM,1<= < 4 years,3.0,none,3.0,real estate,26.0,none,own,1.0,management/ highly qualified employee,1.0,yes,yes,female,divorced/separated,0
no account,18.0,existing credits paid back duly till now,furniture/equipment,9783.992,<100 DM,>=7 years,2.0,none,3.0,savings agreement/life insurance,35.0,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
no account,12.0,existing credits paid back duly till now,radio/television,1218.2899,<100 DM,<1 years,4.0,none,4.0,car or other,75.0,none,own,1.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,1
0 <= <200 DM,4.0,existing credits paid back duly till now,domestic appliances,1252.9596,<100 DM,4<= <7 years,4.0,none,2.0,real estate,33.0,none,own,1.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,1
