checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,numner-people-provide-maintenance-for,telephone,foreign-worker,sex,marital-status,class-label
<0 DM,24.0,existing credits paid back duly till now,radio/television,1473.3135,<100 DM,<1 years,1.0,none,3.0,unknown / no property,x<25 or x>65,none,own,1.0,management/ highly qualified employee,1.0,yes,yes,male,divorced/separated,0
<0 DM,24.0,existing credits paid back duly till now,furniture/equipment,8564.607,<100 DM,>=7 years,4.0,none,2.0,real estate,25<=x<=65,none,own,1.0,unemployed/ unskilled  - non-resident,1.0,yes,yes,female,divorced/separated,1
0 <= <200 DM,4.0,existing credits paid back duly till now,furniture/equipment,1287.8896,<100 DM,4<= <7 years,3.0,none,2.0,real estate,25<=x<=65,bank,own,1.0,management/ highly qualified employee,1.0,none,yes,female,divorced/separated,1
<0 DM,24.0,delay in paying off,radio/television,250.0,<100 DM,>=7 years,4.0,guarantor,3.0,unknown / no property,25<=x<=65,none,own,2.0,skilled employee / official,1.0,yes,yes,female,married/widowed,1
0 <= <200 DM,4.0,existing credits paid back duly till now,radio/television,1404.5508,no savings account,4<= <7 years,4.0,none,3.0,real estate,25<=x<=65,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
0 <= <200 DM,4.0,existing credits paid back duly till now,repairs,932.6973,500 <= < 1000 DM,1<= < 4 years,4.0,none,4.0,unknown / no property,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,0
<0 DM,6.0,existing credits paid back duly till now,furniture/equipment,496.87244,<100 DM,1<= < 4 years,1.0,none,2.0,real estate,25<=x<=65,bank,own,1.0,management/ highly qualified employee,1.0,yes,yes,male,divorced/separated,1
no account,12.0,existing credits paid back duly till now,furniture/equipment,2048.956,>= 1000 DM,1<= < 4 years,3.0,none,3.0,savings agreement/life insurance,x<25 or x>65,bank,own,1.0,unemployed/ unskilled  - non-resident,1.0,none,yes,male,divorced/separated,1
<0 DM,48.0,critical account,furniture/equipment,7208.173,<100 DM,4<= <7 years,4.0,none,1.0,unknown / no property,25<=x<=65,none,own,1.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,1
no account,24.0,existing credits paid back duly till now,radio/television,1158.4036,<100 DM,>=7 years,4.0,none,3.0,car or other,25<=x<=65,none,own,2.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,0
0 <= <200 DM,18.0,all credits at this bank paid back duly,car (new),7010.131,no savings account,>=7 years,1.0,none,1.0,unknown / no property,25<=x<=65,none,own,1.0,management/ highly qualified employee,1.0,none,yes,female,divorced/separated,1
no account,12.0,existing credits paid back duly till now,business,2504.7976,100 <= <500 DM,4<= <7 years,4.0,none,1.0,car or other,x<25 or x>65,none,own,1.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,0
<0 DM,4.0,existing credits paid back duly till now,car (new),2001.1985,100 <= <500 DM,>=7 years,4.0,none,4.0,unknown / no property,25<=x<=65,none,own,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,1
<0 DM,36.0,all credits at this bank paid back duly,radio/television,2395.3003,<100 DM,1<= < 4 years,4.0,none,2.0,real estate,25<=x<=65,none,rent,4.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,1
<0 DM,72.0,existing credits paid back duly till now,radio/television,1935.5208,500 <= < 1000 DM,4<= <7 years,1.0,none,4.0,savings agreement/life insurance,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
no account,15.847116,critical account,repairs,1605.877,<100 DM,<1 years,2.0,none,1.53445,car or other,25<=x<=65,none,own,1.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,1
<0 DM,30.0,critical account,radio/television,2577.9434,<100 DM,4<= <7 years,2.0,none,2.0,car or other,25<=x<=65,none,rent,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,1
no account,24.0,existing credits paid back duly till now,business,3347.2483,<100 DM,1<= < 4 years,4.0,none,3.0,car or other,25<=x<=65,bank,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,21.82109,critical account,car (new),2026.7427,no savings account,1<= < 4 years,3.0,none,4.0,real estate,25<=x<=65,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
<0 DM,6.0,no credits taken,furniture/equipment,1124.8464,<100 DM,>=7 years,4.0,none,4.0,unknown / no property,25<=x<=65,bank,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
<0 DM,4.0,delay in paying off,furniture/equipment,2557.1226,<100 DM,1<= < 4 years,4.0,none,1.0,car or other,25<=x<=65,none,rent,2.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
no account,12.0,critical account,car (used),1286.2086,<100 DM,<1 years,3.0,co-applicant,4.0,real estate,25<=x<=65,none,rent,1.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,6.0,existing credits paid back duly till now,repairs,2937.5723,<100 DM,1<= < 4 years,4.0,none,4.0,real estate,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
<0 DM,65.64754,existing credits paid back duly till now,radio/television,4449.7627,<100 DM,>=7 years,2.0,none,2.0,real estate,25<=x<=65,none,own,2.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,12.0,existing credits paid back duly till now,business,1078.34,<100 DM,<1 years,1.0,guarantor,2.0,car or other,25<=x<=65,none,own,1.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,1
0 <= <200 DM,4.0,existing credits paid back duly till now,car (new),1451.5022,<100 DM,>=7 years,3.0,guarantor,4.0,real estate,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
<0 DM,15.0,existing credits paid back duly till now,furniture/equipment,2154.0872,100 <= <500 DM,<1 years,3.0,none,2.0,car or other,25<=x<=65,none,own,1.0,unemployed/ unskilled  - non-resident,1.0,yes,no,female,divorced/separated,0
no account,4.0,existing credits paid back duly till now,car (new),16888.717,<100 DM,4<= <7 years,3.0,none,3.0,unknown / no property,25<=x<=65,none,own,1.0,skilled employee / official,2.0,none,yes,male,divorced/separated,0
>= 200 DM ,18.0,critical account,car (new),1187.2201,<100 DM,<1 years,1.0,none,4.0,car or other,25<=x<=65,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
0 <= <200 DM,4.0,existing credits paid back duly till now,car (used),2277.0127,<100 DM,>=7 years,3.0,none,4.0,real estate,x<25 or x>65,none,own,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,0
0 <= <200 DM,18.0,existing credits paid back duly till now,business,1971.715,<100 DM,>=7 years,4.0,none,3.0,real estate,25<=x<=65,bank,for free,1.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,0
<0 DM,15.0,all credits at this bank paid back duly,furniture/equipment,1222.0996,<100 DM,<1 years,3.0,none,2.0,savings agreement/life insurance,25<=x<=65,none,rent,2.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
no account,4.0,critical account,car (new),1434.4794,<100 DM,>=7 years,3.0,none,2.0,real estate,x<25 or x>65,bank,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,0
no account,26.600597,existing credits paid back duly till now,radio/television,18424.0,<100 DM,<1 years,4.0,none,4.0,unknown / no property,25<=x<=65,none,own,1.0,management/ highly qualified employee,1.0,yes,yes,female,divorced/separated,1
no account,4.0,existing credits paid back duly till now,car (new),917.41394,<100 DM,>=7 years,4.0,none,4.0,car or other,25<=x<=65,bank,own,1.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,0
0 <= <200 DM,6.0,critical account,education,3383.0603,<100 DM,<1 years,1.0,none,3.0,unknown / no property,25<=x<=65,bank,own,1.0,management/ highly qualified employee,1.0,none,yes,female,divorced/separated,1
no account,18.0,all credits at this bank paid back duly,car (used),1597.2401,<100 DM,4<= <7 years,4.0,none,2.0,car or other,25<=x<=65,none,rent,1.0,unskilled - resident,1.0,yes,yes,female,divorced/separated,1
<0 DM,34.549225,existing credits paid back duly till now,radio/television,1115.1713,no savings account,>=7 years,4.0,none,4.0,car or other,25<=x<=65,none,own,1.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,0
no account,15.0,existing credits paid back duly till now,radio/television,3879.9321,<100 DM,4<= <7 years,1.0,none,2.0,real estate,25<=x<=65,none,rent,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
no account,12.0,critical account,car (new),1972.4781,<100 DM,<1 years,1.0,none,4.0,car or other,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
0 <= <200 DM,9.28812,existing credits paid back duly till now,furniture/equipment,601.7875,no savings account,>=7 years,4.0,none,3.0,savings agreement/life insurance,25<=x<=65,none,own,1.0,unemployed/ unskilled  - non-resident,1.0,none,yes,female,divorced/separated,1
no account,4.0,existing credits paid back duly till now,furniture/equipment,1151.2458,<100 DM,<1 years,4.0,none,2.0,unknown / no property,25<=x<=65,bank,rent,1.0,unemployed/ unskilled  - non-resident,1.0,none,yes,female,married/widowed,1
no account,4.0,existing credits paid back duly till now,radio/television,992.42914,no savings account,4<= <7 years,4.0,none,2.0,real estate,25<=x<=65,none,own,1.0,unskilled - resident,1.0,none,yes,female,divorced/separated,0
0 <= <200 DM,24.0,existing credits paid back duly till now,car (new),18424.0,<100 DM,1<= < 4 years,4.0,none,2.0,real estate,25<=x<=65,bank,own,1.0,unskilled - resident,1.0,yes,yes,female,divorced/separated,1
0 <= <200 DM,18.0,no credits taken,radio/television,1342.3475,<100 DM,1<= < 4 years,3.0,none,1.5508072,savings agreement/life insurance,25<=x<=65,none,for free,1.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,1
<0 DM,12.0,existing credits paid back duly till now,radio/television,9939.252,<100 DM,>=7 years,4.0,none,2.0,car or other,25<=x<=65,bank,for free,1.0,management/ highly qualified employee,1.0,yes,yes,male,divorced/separated,1
0 <= <200 DM,36.0,all credits at this bank paid back duly,furniture/equipment,2193.4297,<100 DM,1<= < 4 years,4.0,none,3.0,savings agreement/life insurance,25<=x<=65,none,own,1.0,unskilled - resident,1.0,none,yes,female,married/widowed,1
no account,48.0,existing credits paid back duly till now,retraining,1553.5349,<100 DM,>=7 years,2.0,none,3.0,savings agreement/life insurance,25<=x<=65,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
no account,36.0,existing credits paid back duly till now,car (new),3918.3093,no savings account,>=7 years,2.0,none,1.0,real estate,25<=x<=65,none,rent,2.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
no account,36.0,existing credits paid back duly till now,car (new),3408.0754,<100 DM,1<= < 4 years,4.0,none,3.0,car or other,25<=x<=65,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
no account,12.0,all credits at this bank paid back duly,car (new),1408.576,<100 DM,1<= < 4 years,2.0,none,2.0,car or other,x<25 or x>65,none,own,1.0,management/ highly qualified employee,1.0,yes,yes,female,divorced/separated,1
>= 200 DM ,21.0,existing credits paid back duly till now,furniture/equipment,18424.0,<100 DM,1<= < 4 years,4.0,none,4.0,car or other,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,66.55363,existing credits paid back duly till now,car (new),18424.0,no savings account,1<= < 4 years,4.0,none,2.0,car or other,25<=x<=65,none,own,4.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
<0 DM,13.108908,critical account,furniture/equipment,1233.2969,500 <= < 1000 DM,>=7 years,3.0,none,4.0,savings agreement/life insurance,25<=x<=65,none,own,1.0,unskilled - resident,1.0,yes,yes,male,divorced/separated,1
0 <= <200 DM,18.0,critical account,car (new),18424.0,no savings account,>=7 years,4.0,co-applicant,3.1755974,car or other,x<25 or x>65,bank,rent,1.0,management/ highly qualified employee,1.0,none,yes,male,married/widowed,1
no account,34.420776,existing credits paid back duly till now,radio/television,18424.0,<100 DM,>=7 years,2.0,co-applicant,4.0,savings agreement/life insurance,25<=x<=65,none,own,1.0,management/ highly qualified employee,1.0,yes,yes,female,divorced/separated,1
no account,6.0,critical account,business,2818.3467,<100 DM,4<= <7 years,2.0,none,2.0,unknown / no property,25<=x<=65,none,rent,1.0,management/ highly qualified employee,1.0,yes,yes,female,divorced/separated,1
no account,36.0,critical account,others,1375.0017,<100 DM,unemployed,4.0,none,4.0,unknown / no property,x<25 or x>65,store,rent,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,0
no account,4.0,critical account,furniture/equipment,1534.0928,<100 DM,1<= < 4 years,3.0,none,4.0,car or other,25<=x<=65,none,rent,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,0
<0 DM,18.0,existing credits paid back duly till now,radio/television,18424.0,<100 DM,1<= < 4 years,4.0,none,1.0,car or other,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,female,married/widowed,1
no account,4.0,critical account,furniture/equipment,2664.549,<100 DM,>=7 years,4.0,none,2.0,savings agreement/life insurance,25<=x<=65,bank,own,1.0,unskilled - resident,1.0,none,yes,female,married/widowed,0
no account,24.0,existing credits paid back duly till now,car (new),1297.9677,100 <= <500 DM,<1 years,4.0,none,4.0,savings agreement/life insurance,25<=x<=65,bank,rent,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,0
<0 DM,36.0,no credits taken,retraining,1558.0905,<100 DM,4<= <7 years,4.0,none,2.0,real estate,25<=x<=65,bank,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
no account,72.0,existing credits paid back duly till now,car (new),1943.4158,<100 DM,4<= <7 years,4.0,none,4.0,real estate,25<=x<=65,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,0
no account,18.0,critical account,furniture/equipment,656.1571,<100 DM,>=7 years,4.0,none,3.0,unknown / no property,x<25 or x>65,none,own,1.0,management/ highly qualified employee,1.0,none,yes,female,divorced/separated,0
<0 DM,4.0,existing credits paid back duly till now,furniture/equipment,346.47055,<100 DM,4<= <7 years,3.4230726,none,4.0,real estate,25<=x<=65,none,rent,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
<0 DM,18.0,critical account,furniture/equipment,2732.1504,<100 DM,4<= <7 years,4.0,none,3.0,car or other,x<25 or x>65,bank,for free,1.0,skilled employee / official,1.0,yes,yes,female,married/widowed,0
no account,12.0,existing credits paid back duly till now,car (new),2345.3896,no savings account,4<= <7 years,2.0,none,1.0,savings agreement/life insurance,25<=x<=65,none,for free,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,21.0,existing credits paid back duly till now,furniture/equipment,3238.9385,no savings account,>=7 years,4.0,none,2.0,real estate,25<=x<=65,bank,rent,1.0,unskilled - resident,1.0,yes,yes,female,divorced/separated,1
no account,12.0,existing credits paid back duly till now,radio/television,2362.665,no savings account,<1 years,2.0,none,4.0,real estate,25<=x<=65,none,rent,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
no account,24.0,existing credits paid back duly till now,others,1454.6571,100 <= <500 DM,>=7 years,2.0,none,3.0,unknown / no property,x<25 or x>65,none,own,1.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,1
no account,9.0,critical account,car (new),2340.7478,<100 DM,>=7 years,4.0,none,3.0,unknown / no property,x<25 or x>65,none,for free,2.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
<0 DM,36.0,existing credits paid back duly till now,radio/television,6798.966,<100 DM,<1 years,4.0,none,2.0,unknown / no property,25<=x<=65,bank,rent,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,0
0 <= <200 DM,4.0,delay in paying off,education,1401.1467,<100 DM,4<= <7 years,4.0,none,1.0,car or other,x<25 or x>65,store,rent,1.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,0
0 <= <200 DM,18.0,existing credits paid back duly till now,car (new),4600.4326,100 <= <500 DM,>=7 years,4.0,none,4.0,savings agreement/life insurance,25<=x<=65,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
