age,workclass,education,edu-num,marital-status,occupation,relationship,race,sex,income
50, Private, 1st-4th,6, Married-civ-spouse, ?, Unmarried, Black, Male, >50K
41, Private, 11th,9, Never-married, Exec-managerial, Not-in-family, Black, Male, <=50K
42, Private, HS-grad,8, Divorced, Adm-clerical, Own-child, White, Male, <=50K
44, Private, HS-grad,11, Never-married, Adm-clerical, Not-in-family, White, Male, <=50K
38, Private, Bachelors,12, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
28, Private, HS-grad,11, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
43, Private, HS-grad,10, Married-civ-spouse, Adm-clerical, Husband, White, Male, <=50K
42, Private, Some-college,13, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
69, Private, Masters,11, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
21, Private, HS-grad,10, Never-married, Prof-specialty, Not-in-family, White, Male, <=50K
18, State-gov, HS-grad,13, Never-married, Prof-specialty, Not-in-family, White, Male, <=50K
36, ?, Masters,13, Married-civ-spouse, Prof-specialty, Husband, White, Male, <=50K
65, ?, HS-grad,11, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
47, Private, 11th,9, Married-civ-spouse, Other-service, Husband, Black, Male, >50K
36, State-gov, Bachelors,14, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
44, ?, 11th,11, Married-civ-spouse, ?, Husband, Black, Female, <=50K
42, Private, Some-college,9, Divorced, Craft-repair, Not-in-family, White, Male, <=50K
55, Private, HS-grad,6, Never-married, Sales, Not-in-family, White, Female, <=50K
24, Private, Assoc-voc,12, Never-married, Craft-repair, Not-in-family, White, Male, <=50K
48, Private, HS-grad,8, Married-civ-spouse, Adm-clerical, Husband, White, Male, <=50K
19, Private, Some-college,14, Never-married, Prof-specialty, Own-child, White, Female, <=50K
50, Private, Some-college,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
22, Private, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male, <=50K
46, Self-emp-inc, Some-college,9, Never-married, Prof-specialty, Not-in-family, White, Male, <=50K
82, Federal-gov, HS-grad,8, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
47, Private, HS-grad,11, Married-civ-spouse, Sales, Husband, White, Female, <=50K
60, Private, HS-grad,11, Married-civ-spouse, Sales, Husband, White, Male, <=50K
29, Private, Some-college,9, Never-married, Other-service, Not-in-family, White, Female, <=50K
38, Private, HS-grad,8, Never-married, Craft-repair, Own-child, White, Female, <=50K
42, Private, Some-college,11, Married-civ-spouse, Other-service, Not-in-family, White, Male, <=50K
26, Private, HS-grad,11, Never-married, Craft-repair, Not-in-family, White, Female, <=50K
35, Private, Some-college,13, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male, <=50K
41, Federal-gov, HS-grad,12, Never-married, Exec-managerial, Not-in-family, White, Female, <=50K
28, Private, HS-grad,11, Married-civ-spouse, Adm-clerical, Own-child, White, Female, <=50K
36, Private, HS-grad,10, Never-married, Prof-specialty, Own-child, White, Male, <=50K
61, Private, HS-grad,15, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
20, Private, HS-grad,8, Married-civ-spouse, Sales, Own-child, White, Male, <=50K
54, Private, 11th,9, Married-civ-spouse, Exec-managerial, Husband, White, Female, >50K
47, Private, Some-college,14, Married-civ-spouse, Exec-managerial, Husband, White, Female, <=50K
24, Private, HS-grad,10, Never-married, Sales, Not-in-family, White, Male, <=50K
35, Private, HS-grad,11, Never-married, Sales, Not-in-family, White, Female, <=50K
27, Private, HS-grad,10, Never-married, Craft-repair, Not-in-family, White, Male, <=50K
47, Private, HS-grad,13, Married-civ-spouse, Adm-clerical, Husband, White, Male, <=50K
47, Private, HS-grad,7, Never-married, Adm-clerical, Not-in-family, White, Male, <=50K
46, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male, >50K
45, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
42, Private, Masters,9, Never-married, Adm-clerical, Not-in-family, White, Female, <=50K
49, Private, HS-grad,13, Married-civ-spouse, Sales, Husband, White, Male, <=50K
38, Private, HS-grad,6, Never-married, Craft-repair, Unmarried, White, Female, <=50K
37, Private, HS-grad,14, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
34, Self-emp-not-inc, HS-grad,8, Divorced, Farming-fishing, Unmarried, White, Female, <=50K
75, Private, HS-grad,11, Married-civ-spouse, Sales, Husband, White, Male, <=50K
53, Private, HS-grad,10, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male, <=50K
45, Private, HS-grad,10, Married-civ-spouse, Prof-specialty, Other-relative, Black, Female, >50K
40, Self-emp-not-inc, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female, <=50K
43, Self-emp-not-inc, HS-grad,11, Never-married, Exec-managerial, Not-in-family, White, Male, <=50K
64, Federal-gov, Bachelors,14, Married-civ-spouse, Exec-managerial, Husband, White, Female, <=50K
40, Private, Bachelors,14, Divorced, Handlers-cleaners, Not-in-family, White, Male, <=50K
37, Private, Bachelors,13, Never-married, Craft-repair, Unmarried, White, Female, <=50K
50, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Female, <=50K
51, ?, Bachelors,13, Married-civ-spouse, Other-service, Unmarried, White, Male, <=50K
22, Private, HS-grad,11, Divorced, Sales, Not-in-family, White, Female, <=50K
42, Private, Bachelors,11, Married-civ-spouse, Craft-repair, Not-in-family, White, Male, >50K
64, Private, Some-college,12, Divorced, Sales, Not-in-family, White, Female, <=50K
22, Self-emp-not-inc, HS-grad,10, Divorced, Farming-fishing, Own-child, Asian-Pac-Islander, Female, <=50K
40, Private, HS-grad,10, Divorced, Craft-repair, Not-in-family, White, Female, <=50K
45, Self-emp-not-inc, 10th,14, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male, <=50K
39, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male, >50K
49, Federal-gov, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Female, <=50K
43, Private, Some-college,11, Divorced, Craft-repair, Husband, White, Male, <=50K
34, Private, Bachelors,13, Divorced, Adm-clerical, Not-in-family, White, Male, <=50K
29, Private, 11th,9, Divorced, Protective-serv, Other-relative, White, Female, <=50K
37, Private, Some-college,9, Divorced, Adm-clerical, Unmarried, White, Female, <=50K
45, Private, Masters,10, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
54, Private, Some-college,8, Divorced, Craft-repair, Not-in-family, White, Male, <=50K
45, Private, HS-grad,11, Divorced, Adm-clerical, Unmarried, White, Female, <=50K
43, Private, Bachelors,15, Married-civ-spouse, Sales, Husband, White, Male, >50K
48, Private, HS-grad,11, Divorced, Craft-repair, Not-in-family, White, Male, <=50K
21, Self-emp-not-inc, HS-grad,10, Married-civ-spouse, Craft-repair, Husband, White, Male, >50K
37, Private, HS-grad,11, Divorced, Craft-repair, Not-in-family, Black, Female, <=50K
36, Private, Some-college,9, Divorced, Prof-specialty, Other-relative, White, Female, <=50K
44, Federal-gov, Some-college,11, Never-married, Craft-repair, Not-in-family, Black, Male, >50K
27, Private, HS-grad,11, Divorced, Sales, Own-child, White, Female, <=50K
66, Federal-gov, Some-college,13, Divorced, Adm-clerical, Not-in-family, White, Female, <=50K
33, Private, Some-college,11, Divorced, Sales, Unmarried, White, Male, <=50K
55, Federal-gov, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male, >50K
32, Private, HS-grad,11, Divorced, Prof-specialty, Husband, White, Male, <=50K
30, Self-emp-not-inc, 10th,16, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
52, ?, HS-grad,10, Married-civ-spouse, Other-service, Husband, White, Male, <=50K
54, Private, Some-college,12, Married-civ-spouse, Sales, Not-in-family, White, Male, <=50K
25, Self-emp-not-inc, Some-college,13, Never-married, Prof-specialty, Own-child, White, Female, <=50K
38, Federal-gov, HS-grad,11, Never-married, Exec-managerial, Not-in-family, White, Female, >50K
36, Self-emp-inc, Masters,13, Never-married, Prof-specialty, Unmarried, Black, Female, >50K
17, Private, 9th,14, Married-civ-spouse, Prof-specialty, Husband, White, Male, <=50K
56, Private, Bachelors,12, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male, >50K
50, Private, Some-college,12, Married-civ-spouse, Sales, Husband, White, Male, <=50K
29, Private, HS-grad,11, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male, <=50K
50, Private, Bachelors,13, Never-married, Sales, Not-in-family, White, Female, <=50K
39, Private, HS-grad,7, Divorced, Adm-clerical, Unmarried, White, Female, <=50K
43, Self-emp-not-inc, HS-grad,10, Married-civ-spouse, Sales, Husband, White, Male, <=50K
48, State-gov, Bachelors,13, Married-civ-spouse, Other-service, Not-in-family, Black, Male, >50K
54, Local-gov, Some-college,15, Married-civ-spouse, Prof-specialty, Own-child, White, Female, <=50K
44, Private, Some-college,10, Divorced, Other-service, Not-in-family, White, Female, <=50K
37, Private, HS-grad,8, Divorced, Prof-specialty, Other-relative, Asian-Pac-Islander, Female, <=50K
43, Self-emp-not-inc, HS-grad,12, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male, <=50K
24, Private, HS-grad,8, Divorced, Prof-specialty, Other-relative, White, Female, <=50K
53, Private, HS-grad,12, Divorced, Handlers-cleaners, Husband, White, Male, <=50K
36, Private, Some-college,11, Divorced, Sales, Husband, White, Male, <=50K
38, Federal-gov, Bachelors,12, Married-civ-spouse, Exec-managerial, Unmarried, White, Female, >50K
25, Private, Bachelors,10, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male, <=50K
29, Private, Bachelors,15, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, >50K
27, Private, HS-grad,11, Divorced, Exec-managerial, Not-in-family, White, Female, <=50K
58, State-gov, Some-college,11, Married-civ-spouse, Adm-clerical, Husband, White, Male, <=50K
50, Private, Some-college,12, Married-civ-spouse, Adm-clerical, Husband, White, Female, <=50K
27, Private, Some-college,9, Divorced, Sales, Not-in-family, White, Male, <=50K
38, Private, HS-grad,10, Divorced, Craft-repair, Not-in-family, White, Male, <=50K
54, Self-emp-not-inc, HS-grad,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, <=50K
58, Self-emp-not-inc, Bachelors,14, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male, <=50K
45, Local-gov, HS-grad,9, Divorced, Sales, Unmarried, White, Female, <=50K
29, Private, Bachelors,12, Never-married, Exec-managerial, Not-in-family, White, Female, >50K
62, Federal-gov, HS-grad,10, Divorced, Adm-clerical, Not-in-family, White, Male, <=50K
39, Federal-gov, HS-grad,10, Widowed, Adm-clerical, Unmarried, White, Male, >50K
53, Private, Prof-school,12, Divorced, Exec-managerial, Not-in-family, White, Female, <=50K
32, Self-emp-not-inc, HS-grad,11, Married-civ-spouse, Craft-repair, Not-in-family, White, Male, >50K
70, Private, Some-college,11, Widowed, Adm-clerical, Not-in-family, White, Male, <=50K
59, Private, Some-college,11, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male, <=50K
32, Private, HS-grad,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
47, Private, Doctorate,12, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
63, Federal-gov, HS-grad,8, Divorced, Machine-op-inspct, Unmarried, White, Female, <=50K
48, Private, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male, <=50K
26, Private, Bachelors,14, Never-married, Craft-repair, Not-in-family, White, Male, >50K
39, Self-emp-not-inc, HS-grad,10, Divorced, Prof-specialty, Unmarried, White, Male, <=50K
76, Private, HS-grad,8, Widowed, Tech-support, Unmarried, White, Male, <=50K
47, Self-emp-not-inc, HS-grad,10, Never-married, Craft-repair, Husband, Black, Male, >50K
53, Self-emp-not-inc, HS-grad,8, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, <=50K
30, Private, Some-college,11, Divorced, Prof-specialty, Other-relative, Asian-Pac-Islander, Female, <=50K
46, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male, >50K
60, ?, HS-grad,14, Married-civ-spouse, Sales, Husband, White, Male, >50K
59, Private, HS-grad,8, Widowed, Sales, Not-in-family, Amer-Indian-Eskimo, Female, <=50K
51, Private, Some-college,8, Divorced, Prof-specialty, Husband, White, Male, <=50K
25, Private, HS-grad,10, Divorced, Sales, Not-in-family, White, Female, <=50K
61, Private, HS-grad,10, Married-civ-spouse, Sales, Husband, White, Male, <=50K
57, Private, Some-college,10, Divorced, Handlers-cleaners, Not-in-family, White, Male, <=50K
29, Self-emp-inc, Bachelors,15, Married-civ-spouse, Sales, Not-in-family, White, Male, <=50K
25, Private, HS-grad,8, Divorced, Adm-clerical, Unmarried, White, Female, <=50K
53, Private, HS-grad,12, Divorced, Prof-specialty, Not-in-family, White, Male, <=50K
24, Private, Bachelors,13, Separated, Sales, Not-in-family, White, Male, <=50K
53, Private, HS-grad,10, Divorced, Prof-specialty, Not-in-family, White, Female, <=50K
26, Self-emp-not-inc, HS-grad,11, Married-civ-spouse, Sales, Husband, White, Male, <=50K
67, Private, Bachelors,14, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male, <=50K
55, Private, HS-grad,10, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
55, Private, HS-grad,10, Widowed, Machine-op-inspct, Not-in-family, White, Male, <=50K
41, Private, Bachelors,10, Never-married, Craft-repair, Not-in-family, White, Male, <=50K
58, Federal-gov, HS-grad,8, Divorced, Sales, Own-child, White, Female, <=50K
39, Private, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female, <=50K
47, Self-emp-not-inc, HS-grad,7, Divorced, Adm-clerical, Unmarried, White, Female, <=50K
48, Private, HS-grad,7, Divorced, Sales, Not-in-family, White, Female, <=50K
26, Private, HS-grad,11, Married-civ-spouse, Sales, Husband, White, Male, <=50K
52, Self-emp-not-inc, Bachelors,12, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
20, Private, HS-grad,10, Divorced, Sales, Not-in-family, White, Female, <=50K
38, Private, Some-college,10, Divorced, Prof-specialty, Other-relative, Asian-Pac-Islander, Female, <=50K
34, Private, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female, <=50K
32, Private, Some-college,12, Married-civ-spouse, Adm-clerical, Wife, White, Female, <=50K
57, Private, HS-grad,11, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
50, Private, Bachelors,13, Widowed, Exec-managerial, Not-in-family, White, Male, <=50K
28, Private, Bachelors,14, Never-married, Exec-managerial, Not-in-family, White, Male, >50K
55, Private, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Male, <=50K
49, Private, Some-college,11, Divorced, Adm-clerical, Unmarried, White, Female, <=50K
32, Private, Bachelors,12, Never-married, Prof-specialty, Not-in-family, White, Male, >50K
35, Private, Bachelors,12, Married-civ-spouse, Adm-clerical, Wife, White, Female, >50K
49, Private, HS-grad,10, Divorced, Prof-specialty, Not-in-family, White, Female, <=50K
32, Private, Bachelors,13, Married-civ-spouse, Sales, Not-in-family, White, Female, <=50K
41, Private, Bachelors,11, Divorced, Adm-clerical, Not-in-family, White, Female, <=50K
50, Private, Some-college,12, Married-civ-spouse, Prof-specialty, Other-relative, Black, Male, >50K
46, Private, Bachelors,12, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
38, Private, Prof-school,12, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
45, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Female, <=50K
44, Private, HS-grad,10, Divorced, Sales, Other-relative, White, Female, <=50K
49, Private, HS-grad,10, Married-civ-spouse, Adm-clerical, Unmarried, White, Male, >50K
41, Private, Some-college,15, Married-civ-spouse, Other-service, Not-in-family, White, Male, >50K
48, Private, Some-college,9, Divorced, Craft-repair, Not-in-family, White, Male, <=50K
40, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
